transaction_id;user_id;transaction_datetime;amount;category;is_budgeted;is_late_night;is_weekend;is_unbudgeted;is_risky_category;is_binge_spending;hourly_txn_count;impulsive_score;impulsive_flag;income_monthly;total_debt_payment;dti_ratio;dti_segment;investment_amount;total_expense;wants_spending;saving_rate_score;wants_ratio_score;dti_score;investment_rate_score;budget_adherence;impulsive_component;health_score_original;health_score;health_label;dti_health_score;dti_health_label
TXN033327;USR0322;31/08/2024 03:54;3701493;F&B;FALSE;0;1;1;0;0;1;15;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033328;USR0322;26/08/2024 04:50;12855024;tagihan;FALSE;0;0;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033329;USR0322;21/08/2024 22:57;3788530;transportasi;FALSE;1;0;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033330;USR0322;07/08/2024 17:30;6420487;tagihan;FALSE;0;0;1;0;0;1;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033331;USR0322;14/08/2024 05:13;4894601;fashion;FALSE;0;0;1;1;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033332;USR0322;28/08/2024 01:22;417155;kebutuhan_pokok;FALSE;1;0;1;0;0;1;3;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033333;USR0322;23/08/2024 01:26;12816936;elektronik;FALSE;1;1;1;1;0;1;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033334;USR0322;05/08/2024 19:54;29221795;fashion;FALSE;0;0;1;1;0;2;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033335;USR0322;11/08/2024 08:32;7103221;F&B;FALSE;0;1;1;0;0;2;15;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033336;USR0322;25/11/2024 09:54;5108603;hobi;FALSE;0;0;1;1;0;1;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033337;USR0322;06/11/2024 20:37;5396788;pendidikan;FALSE;0;0;1;0;0;1;675;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033338;USR0322;01/11/2024 19:18;4505199;kebutuhan_pokok;FALSE;0;0;1;0;0;1;375;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033339;USR0322;03/11/2024 07:48;3051919;F&B;FALSE;0;1;1;0;0;1;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033340;USR0322;18/11/2024 22:28;711193;transportasi;FALSE;1;0;1;0;0;2;675;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033341;USR0322;18/11/2024 22:35;5157555;tagihan;FALSE;1;0;1;0;0;1;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033342;USR0322;17/11/2024 08:32;12368835;elektronik;FALSE;0;1;1;1;0;2;675;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033343;USR0322;29/11/2024 00:52;298450;transportasi;TRUE;1;1;0;0;0;1;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033344;USR0322;19/11/2024 23:58;3620812;tagihan;FALSE;1;0;1;0;0;2;3;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033345;USR0322;22/11/2024 04:53;435933;elektronik;FALSE;0;1;1;1;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033346;USR0322;27/11/2024 22:29;758358;fashion;FALSE;1;0;1;1;0;1;15;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033347;USR0322;21/11/2024 07:10;2851801;tagihan;FALSE;0;0;1;0;0;2;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033348;USR0322;26/11/2024 22:27;9765279;hiburan;FALSE;1;0;1;1;0;1;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033349;USR0322;15/11/2024 12:54;3337794;kebutuhan_pokok;FALSE;0;1;1;0;0;1;375;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033350;USR0322;23/11/2024 06:33;7906001;hobi;FALSE;0;1;1;1;0;1;375;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033351;USR0322;18/11/2024 12:09;13858189;F&B;FALSE;0;0;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033352;USR0322;22/11/2024 22:19;4503586;kesehatan;FALSE;1;1;1;0;0;2;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033353;USR0322;12/11/2024 19:21;3982865;kesehatan;FALSE;0;0;1;0;0;1;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033354;USR0322;26/11/2024 18:34;4092865;pendidikan;FALSE;0;0;1;0;0;1;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033355;USR0322;08/11/2024 18:13;27855748;F&B;TRUE;0;1;0;0;0;1;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033356;USR0322;28/11/2024 17:55;4768727;elektronik;FALSE;0;0;1;1;0;2;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033357;USR0322;29/11/2024 00:31;4756816;F&B;FALSE;1;1;1;0;0;2;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033358;USR0322;11/11/2024 21:08;857545;transportasi;FALSE;0;0;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033359;USR0322;23/02/2024 04:35;1004037;transportasi;TRUE;0;1;0;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033360;USR0322;20/02/2024 09:22;4758931;hobi;FALSE;0;0;1;1;0;1;3;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033361;USR0322;05/02/2024 11:02;6142754;F&B;FALSE;0;0;1;0;0;2;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033362;USR0322;05/02/2024 23:13;1618299;kesehatan;FALSE;1;0;1;0;0;1;3;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033363;USR0322;09/02/2024 00:03;6006893;F&B;FALSE;1;1;1;0;0;1;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033364;USR0322;05/02/2024 02:44;4300739;elektronik;TRUE;0;0;0;1;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033365;USR0322;05/02/2024 19:46;8383048;F&B;TRUE;0;0;0;0;0;1;3;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033366;USR0322;16/02/2024 12:44;11472860;pendidikan;TRUE;0;1;0;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033367;USR0322;05/02/2024 20:34;12411689;fashion;FALSE;0;0;1;1;0;1;375;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033368;USR0322;13/02/2024 09:51;469832;transportasi;FALSE;0;0;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033369;USR0322;22/02/2024 18:02;10564226;kesehatan;TRUE;0;0;0;0;0;1;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033370;USR0322;12/02/2024 12:36;5587947;kebutuhan_pokok;FALSE;0;0;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033371;USR0322;19/02/2024 08:02;1170482;transportasi;FALSE;0;0;1;0;0;1;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033372;USR0322;23/02/2024 00:57;7303199;hobi;FALSE;1;1;1;1;0;1;3;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033373;USR0322;12/02/2024 22:34;3845030;fashion;FALSE;1;0;1;1;0;1;15;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033374;USR0322;01/02/2024 13:31;1958174;hobi;FALSE;0;0;1;1;0;1;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033375;USR0322;26/02/2024 23:19;7481617;elektronik;FALSE;1;1;1;1;0;2;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033376;USR0322;16/02/2024 01:10;5362329;fashion;TRUE;1;0;0;1;0;1;375;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033377;USR0322;20/02/2024 17:24;606628;tagihan;FALSE;0;0;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033378;USR0322;02/02/2024 15:11;3415494;kebutuhan_pokok;FALSE;0;0;1;0;0;1;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033379;USR0322;10/02/2024 07:02;10627344;kebutuhan_pokok;FALSE;0;1;1;0;0;1;375;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033380;USR0322;06/02/2024 23:04;10533050;F&B;FALSE;1;0;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033381;USR0322;05/02/2024 10:14;31077083;tagihan;TRUE;0;0;0;0;0;1;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033382;USR0322;26/02/2024 22:34;3895829;F&B;TRUE;1;0;0;0;0;1;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033383;USR0322;12/02/2024 12:09;767760;elektronik;FALSE;0;0;1;1;0;1;675;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033384;USR0322;16/02/2024 21:24;19642840;kesehatan;FALSE;0;1;1;0;0;1;15;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033385;USR0322;28/07/2024 23:18;6839431;kebutuhan_pokok;TRUE;1;1;0;0;0;1;375;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033386;USR0322;28/07/2024 04:55;891934;tagihan;FALSE;0;1;1;0;0;1;375;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033387;USR0322;12/07/2024 06:59;23534230;fashion;FALSE;0;1;1;1;0;1;15;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033388;USR0322;31/07/2024 22:20;1711690;kebutuhan_pokok;FALSE;1;1;1;0;0;2;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033389;USR0322;12/07/2024 23:06;2958725;elektronik;FALSE;1;1;1;1;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033390;USR0322;19/07/2024 01:56;1427908;tagihan;FALSE;1;1;1;0;0;1;375;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033391;USR0322;21/07/2024 12:09;4966242;pendidikan;FALSE;0;1;1;0;0;1;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033392;USR0322;19/07/2024 06:02;5709206;tagihan;FALSE;0;1;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033393;USR0322;10/07/2024 09:09;1236715;tagihan;FALSE;0;0;1;0;0;1;675;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033394;USR0322;15/07/2024 00:07;2418059;tagihan;FALSE;1;0;1;0;0;2;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033395;USR0322;19/07/2024 01:40;4232985;hobi;FALSE;1;1;1;1;0;2;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033396;USR0322;05/07/2024 13:32;10084039;transportasi;FALSE;0;1;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033397;USR0322;22/07/2024 00:41;481602;fashion;FALSE;1;0;1;1;0;1;15;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033398;USR0322;13/07/2024 21:40;10345261;kebutuhan_pokok;FALSE;0;1;1;0;0;1;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033399;USR0322;19/07/2024 20:25;36449437;transportasi;FALSE;0;1;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033400;USR0322;23/07/2024 19:51;655311;transportasi;FALSE;0;0;1;0;0;1;15;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033401;USR0322;05/07/2024 11:18;5947021;F&B;FALSE;0;1;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033402;USR0322;12/07/2024 23:23;3442791;elektronik;FALSE;1;1;1;1;0;2;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033403;USR0322;05/07/2024 21:40;4760106;transportasi;FALSE;0;1;1;0;0;2;675;1;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033404;USR0322;17/07/2024 23:27;2458350;elektronik;FALSE;1;0;1;1;0;2;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033405;USR0322;22/07/2024 22:26;4694177;kesehatan;FALSE;1;0;1;0;0;1;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033406;USR0322;26/07/2024 23:08;4929540;hobi;FALSE;1;1;1;1;0;2;75;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033407;USR0322;05/07/2024 04:58;2994747;tagihan;FALSE;0;1;1;0;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033408;USR0322;05/07/2024 23:20;6738295;elektronik;FALSE;1;1;1;1;0;1;0;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033409;USR0322;19/07/2024 02:48;170781;F&B;FALSE;0;1;1;0;0;1;15;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033410;USR0322;22/07/2024 03:16;3689100;F&B;FALSE;0;0;1;0;0;2;45;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033411;USR0322;29/07/2024 00:51;1963794;transportasi;TRUE;1;0;0;0;0;1;6;0;86861755;47188413;54;A;2039090;70514795;43684097;5892;0;0;34;207;5323;3078;36.44;Waspada;98.92;Excellent
TXN033412;USR0323;06/09/2024 11:33;7210893;transportasi;FALSE;0;1;1;0;0;2;75;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033413;USR0323;29/09/2024 22:28;9162337;hiburan;FALSE;1;1;1;1;0;2;75;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033414;USR0323;30/09/2024 09:13;12306214;hiburan;FALSE;0;0;1;1;0;1;0;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033415;USR0323;20/09/2024 01:04;5542797;transportasi;FALSE;1;1;1;0;0;1;0;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033416;USR0323;20/09/2024 16:41;1751586;kesehatan;FALSE;0;1;1;0;0;1;6;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033417;USR0323;06/09/2024 02:29;29465101;elektronik;FALSE;0;1;1;1;0;1;675;1;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033418;USR0323;22/09/2024 01:31;707121;fashion;FALSE;1;1;1;1;0;1;675;1;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033419;USR0323;06/09/2024 11:00;9378713;transportasi;FALSE;0;1;1;0;0;1;75;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033420;USR0323;13/09/2024 12:31;990709;hiburan;FALSE;0;1;1;1;0;1;0;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033421;USR0323;27/09/2024 19:19;3146404;hiburan;FALSE;0;0;1;1;0;1;0;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033422;USR0323;26/09/2024 15:27;13606179;tagihan;FALSE;0;0;1;0;0;1;6;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033423;USR0323;20/09/2024 23:55;11653549;kesehatan;FALSE;1;0;1;0;0;1;15;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033424;USR0323;22/09/2024 05:32;3536250;hobi;FALSE;0;1;1;1;0;2;675;1;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033425;USR0323;06/09/2024 13:59;4764682;F&B;TRUE;0;1;0;0;0;1;3;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033426;USR0323;08/09/2024 02:52;9470984;hiburan;FALSE;0;1;1;1;0;1;75;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033427;USR0323;13/09/2024 01:26;10485967;transportasi;FALSE;1;1;1;0;0;1;0;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033428;USR0323;30/09/2024 12:25;1727521;hobi;FALSE;0;0;1;1;0;1;45;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033429;USR0323;30/09/2024 16:30;6148110;F&B;FALSE;0;1;1;0;0;1;675;1;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033430;USR0323;30/09/2024 09:04;4734326;kesehatan;TRUE;0;1;0;0;0;2;6;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033431;USR0323;03/09/2024 03:46;29801286;fashion;FALSE;0;0;1;1;0;1;45;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033432;USR0323;20/09/2024 14:35;3477327;elektronik;FALSE;0;1;1;1;0;1;0;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033433;USR0323;22/09/2024 05:45;4244918;elektronik;FALSE;0;1;1;1;0;1;375;1;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033434;USR0323;16/09/2024 08:15;13638070;F&B;FALSE;0;0;1;0;0;1;3;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033435;USR0323;07/09/2024 00:34;26046953;F&B;TRUE;1;1;0;0;0;1;375;1;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033436;USR0323;27/09/2024 18:33;13506590;kebutuhan_pokok;FALSE;0;1;1;0;0;1;15;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033437;USR0323;01/09/2024 01:01;31065466;hobi;FALSE;1;1;1;1;0;1;0;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033438;USR0323;07/06/2024 18:04;8137138;F&B;FALSE;0;1;1;0;0;2;375;1;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033439;USR0323;07/06/2024 06:04;4433320;hobi;FALSE;0;0;1;1;0;1;6;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033440;USR0323;04/06/2024 10:13;7326754;tagihan;FALSE;0;0;1;0;0;1;15;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033441;USR0323;18/06/2024 01:27;38431729;hobi;FALSE;1;0;1;1;0;2;75;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033442;USR0323;21/06/2024 10:26;5168244;tagihan;FALSE;0;0;1;0;0;2;0;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033443;USR0323;04/06/2024 21:19;6454947;fashion;FALSE;0;0;1;1;0;2;6;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033444;USR0323;05/06/2024 06:05;551621;F&B;FALSE;0;0;1;0;0;2;0;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033445;USR0323;08/06/2024 00:15;14169134;fashion;FALSE;1;1;1;1;0;1;0;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033446;USR0323;21/06/2024 15:06;5141001;tagihan;FALSE;0;1;1;0;0;1;3;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033447;USR0323;16/06/2024 13:05;34625114;kesehatan;FALSE;0;1;1;0;0;1;75;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033448;USR0323;19/06/2024 10:17;14465163;elektronik;FALSE;0;0;1;1;0;1;45;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
TXN033449;USR0323;07/06/2024 22:06;4046507;fashion;TRUE;1;1;0;1;0;1;75;0;425722751;130856450;30;A;26791434;335475170;220209206;5159;0;1174;7588;296;5086;3261;38.79;Waspada;99.4;Excellent
