Age,Occupation,City_Tier,penghasilan_bulanan,pengeluaran_tetap,pengeluaran_variabel,total_pengeluaran,punya_tabungan,jumlah_tabungan_bulan,punya_investasi,jenis_investasi,tujuan_keuangan,toleransi_rugi,tanggungan_keluarga,dti_ratio,saving_rate,disposable_ratio,expense_ratio,ceamis_score,SAVEHABIT,SELFCONTROL_1,SCFHORIZON,FINGOALS,toleransi_rugi_enc,tujuan_keuangan_enc,inv_deposito,inv_deposito_obligasi,inv_saham_obligasi,inv_saham_reksa_dana,inv_tidak_ada,occ_Professional,occ_Retired,occ_Self_Employed,occ_Student,risk_label,risk_label_enc
22,Student,Tier_2,12850126.0,4521284.0,3602186.0,8123470.0,1,1.28,0,tidak_ada,darurat,tinggi,4,0.0,0.1349,0.3678,0.6322,0.5392,3,2,4,0,2,0,False,False,False,False,True,False,False,False,True,Moderat,1
30,Professional,Tier_1,570034.0,372427.0,181953.0,554380.0,1,0.17,0,tidak_ada,darurat,rendah,2,0.1866,0.0275,0.0275,0.9725,0.3419,5,1,5,1,0,0,False,False,False,False,True,True,False,False,False,Konservatif,0
33,Self_Employed,Tier_3,30742475.0,10326025.0,10329058.0,20655083.0,1,2.0,1,saham_obligasi,bebas_finansial,tinggi,2,0.0,0.2244,0.3281,0.6719,0.5606,6,3,4,1,2,3,False,False,True,False,False,False,False,True,False,Agresif,2
29,Professional,Tier_2,5172074.0,2831328.0,1746572.0,4577900.0,1,0.51,0,tidak_ada,darurat,sedang,1,0.1799,0.075,0.1149,0.8851,0.383,4,2,3,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
56,Retired,Tier_1,14034123.0,9196388.0,4680159.0,13876547.0,1,0.07,0,tidak_ada,pensiun,rendah,4,0.139,0.0112,0.0112,0.9888,0.3511,2,3,3,1,0,1,False,False,False,False,True,False,True,False,False,Konservatif,0
44,Self_Employed,Tier_2,2516882.0,745374.0,812966.0,1558340.0,1,0.6,0,tidak_ada,darurat,sedang,0,0.0,0.0624,0.3808,0.6192,0.517,3,2,1,0,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
62,Self_Employed,Tier_2,9441970.0,3190608.0,3117815.0,6308423.0,1,1.29,1,deposito,pensiun,sedang,1,0.0,0.1432,0.3319,0.6681,0.5331,5,2,3,1,1,1,True,False,False,False,False,False,False,True,False,Moderat,1
50,Student,Tier_1,2489827.0,920636.0,752962.0,1673598.0,1,0.64,0,tidak_ada,darurat,sedang,0,0.0,0.0716,0.3278,0.6722,0.507,4,1,1,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
32,Retired,Tier_3,3511103.0,1112117.0,1173541.0,2285658.0,1,0.57,0,tidak_ada,pensiun,sedang,2,0.0,0.062,0.349,0.651,0.509,5,2,2,0,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
38,Professional,Tier_2,26740268.0,10219595.0,8999707.0,19219302.0,1,1.77,1,saham_obligasi,bebas_finansial,sedang,1,0.0,0.2121,0.2813,0.7187,0.5446,5,2,3,1,1,3,False,False,True,False,False,True,False,False,False,Moderat,1
61,Professional,Tier_1,4964932.0,3147759.0,1562944.0,4710703.0,1,0.32,0,tidak_ada,pensiun,rendah,4,0.1667,0.0512,0.0512,0.9488,0.364,1,3,4,1,0,1,False,False,False,False,True,True,False,False,False,Konservatif,0
34,Self_Employed,Tier_2,6881879.0,2392336.0,2413331.0,4805667.0,1,0.53,0,tidak_ada,beli_aset,sedang,2,0.0,0.0618,0.3017,0.6983,0.4971,4,3,1,1,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
54,Student,Tier_1,11599937.0,5858096.0,3514586.0,9372682.0,1,0.87,0,tidak_ada,darurat,sedang,4,0.0,0.1177,0.192,0.808,0.4892,3,3,5,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
32,Student,Tier_3,8597668.0,1859536.0,2765485.0,4625021.0,1,1.64,0,tidak_ada,darurat,tinggi,0,0.0,0.1474,0.4621,0.5379,0.5671,2,2,2,1,2,0,False,False,False,False,True,False,False,False,True,Moderat,1
37,Retired,Tier_2,6522649.0,3014420.0,2246844.0,5261264.0,1,0.62,0,tidak_ada,pensiun,sedang,4,0.0723,0.0828,0.1934,0.8066,0.4484,6,2,4,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
36,Retired,Tier_2,7743969.0,2561585.0,2335996.0,4897581.0,1,1.42,1,deposito_obligasi,pensiun,tinggi,1,0.0,0.1492,0.3676,0.6324,0.5441,5,2,3,0,2,1,False,True,False,False,False,False,True,False,False,Agresif,2
18,Retired,Tier_2,39554441.0,15468335.0,13044481.0,28512816.0,1,1.83,1,deposito_obligasi,darurat,sedang,0,0.0872,0.2195,0.2792,0.7208,0.5117,2,3,3,1,1,0,False,True,False,False,False,False,True,False,False,Moderat,1
21,Self_Employed,Tier_1,5522609.0,3568451.0,1899674.0,5468125.0,1,0.06,0,tidak_ada,darurat,rendah,1,0.1661,0.0099,0.0099,0.9901,0.3395,3,1,2,0,0,0,False,False,False,False,True,False,False,True,False,Konservatif,0
20,Retired,Tier_2,6792539.0,2570614.0,2096503.0,4667117.0,1,0.69,0,tidak_ada,darurat,sedang,0,0.1167,0.0791,0.3129,0.6871,0.4592,5,2,2,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
25,Student,Tier_1,13402872.0,6047455.0,4265238.0,10312693.0,1,1.02,1,saham_obligasi,darurat,sedang,1,0.0,0.1307,0.2306,0.7694,0.5034,5,1,3,1,1,0,False,False,True,False,False,False,False,False,True,Konservatif,0
58,Retired,Tier_2,14004325.0,5145711.0,4543970.0,9689681.0,1,1.27,0,tidak_ada,pensiun,sedang,2,0.0,0.1459,0.3081,0.6919,0.5281,5,3,3,1,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
61,Student,Tier_1,14947884.0,8381233.0,4433557.0,12814790.0,1,1.0,1,saham_obligasi,darurat,sedang,1,0.0772,0.1427,0.1427,0.8573,0.4547,5,1,5,1,1,0,False,False,True,False,False,False,False,False,True,Konservatif,0
22,Retired,Tier_1,9640083.0,5258131.0,2948583.0,8206714.0,1,0.71,1,deposito_obligasi,darurat,sedang,2,0.0935,0.1013,0.1487,0.8513,0.4352,6,1,3,1,1,0,False,True,False,False,False,False,True,False,False,Konservatif,0
26,Retired,Tier_2,2317622.0,1137814.0,738382.0,1876196.0,1,0.52,0,tidak_ada,darurat,sedang,3,0.1433,0.0695,0.1905,0.8095,0.4146,6,2,3,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
18,Self_Employed,Tier_3,21363647.0,7124600.0,6541934.0,13666534.0,1,2.15,1,saham_obligasi,darurat,tinggi,4,0.0,0.2288,0.3603,0.6397,0.5702,6,3,2,1,2,0,False,False,True,False,False,False,False,True,False,Agresif,2
60,Student,Tier_2,2311436.0,698065.0,779754.0,1477819.0,1,0.82,0,tidak_ada,darurat,sedang,0,0.0,0.0878,0.3606,0.6394,0.5209,2,3,3,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
47,Self_Employed,Tier_1,7367319.0,3250741.0,2518338.0,5769079.0,1,0.71,0,tidak_ada,beli_aset,sedang,4,0.0,0.0928,0.2169,0.7831,0.4867,4,1,3,1,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
24,Student,Tier_2,3163012.0,1357508.0,1065603.0,2423111.0,1,0.75,0,tidak_ada,darurat,sedang,2,0.0562,0.0953,0.2339,0.7661,0.4694,5,3,5,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
39,Retired,Tier_2,5493880.0,1798421.0,1883257.0,3681678.0,1,0.8,0,tidak_ada,pensiun,sedang,2,0.0,0.0895,0.3299,0.6701,0.5138,4,3,1,1,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
37,Self_Employed,Tier_2,7522928.0,2877069.0,2601980.0,5479049.0,1,0.75,0,tidak_ada,beli_aset,sedang,2,0.0,0.091,0.2717,0.7283,0.4998,5,1,3,0,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
46,Retired,Tier_2,7478493.0,2848498.0,2189663.0,5038161.0,1,0.74,0,tidak_ada,pensiun,sedang,1,0.0,0.0832,0.3263,0.6737,0.5107,4,1,4,1,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
44,Retired,Tier_2,8105008.0,3565961.0,2498553.0,6064514.0,1,1.16,0,tidak_ada,pensiun,sedang,4,0.0722,0.1452,0.2518,0.7482,0.4849,6,2,2,0,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
42,Professional,Tier_2,21029254.0,7690927.0,7228562.0,14919489.0,1,1.72,1,saham_obligasi,bebas_finansial,sedang,2,0.0,0.203,0.2905,0.7095,0.5437,3,2,4,0,1,3,False,False,True,False,False,True,False,False,False,Moderat,1
63,Student,Tier_1,8312604.0,4638363.0,2665765.0,7304128.0,1,0.83,0,tidak_ada,darurat,sedang,3,0.0804,0.1213,0.1213,0.8787,0.4406,4,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
52,Student,Tier_3,4757014.0,1693146.0,1393879.0,3087025.0,1,0.79,0,tidak_ada,darurat,sedang,2,0.0,0.0859,0.3511,0.6489,0.5178,4,2,4,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
44,Student,Tier_2,12506084.0,4622157.0,4154598.0,8776755.0,1,0.88,1,saham_obligasi,darurat,sedang,4,0.0,0.1032,0.2982,0.7018,0.5107,6,2,4,1,1,0,False,False,True,False,False,False,False,False,True,Moderat,1
28,Student,Tier_2,14977093.0,5510081.0,5474006.0,10984087.0,1,1.19,1,saham_obligasi,darurat,sedang,2,0.0,0.1456,0.2666,0.7334,0.5176,6,1,4,0,1,0,False,False,True,False,False,False,False,False,True,Moderat,1
34,Student,Tier_1,2165950.0,1385299.0,669347.0,2054646.0,1,0.33,0,tidak_ada,darurat,rendah,2,0.1831,0.0514,0.0514,0.9486,0.3576,6,3,2,0,0,0,False,False,False,False,True,False,False,False,True,Konservatif,0
48,Self_Employed,Tier_2,9326554.0,2769740.0,2959788.0,5729528.0,1,0.99,1,deposito,darurat,sedang,0,0.0,0.1011,0.3857,0.6143,0.5318,5,2,4,1,1,0,True,False,False,False,False,False,False,True,False,Moderat,1
35,Student,Tier_1,10133874.0,6466913.0,3473877.0,9940790.0,1,0.12,0,tidak_ada,darurat,rendah,2,0.1832,0.0191,0.0191,0.9809,0.3382,5,2,4,1,0,0,False,False,False,False,True,False,False,False,True,Konservatif,0
36,Self_Employed,Tier_2,4558049.0,2010191.0,1412564.0,3422755.0,1,0.74,0,tidak_ada,beli_aset,sedang,4,0.0819,0.0928,0.2491,0.7509,0.462,4,2,5,0,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
55,Professional,Tier_2,17383317.0,5055311.0,5739890.0,10795201.0,1,1.35,1,saham_obligasi,pensiun,sedang,0,0.0,0.1397,0.379,0.621,0.5436,5,2,5,1,1,1,False,False,True,False,False,True,False,False,False,Moderat,1
46,Professional,Tier_1,5128950.0,2608360.0,1749425.0,4357785.0,1,0.36,0,tidak_ada,bebas_finansial,sedang,0,0.1397,0.0516,0.1504,0.8496,0.3998,3,1,3,1,1,3,False,False,False,False,True,True,False,False,False,Konservatif,0
32,Self_Employed,Tier_3,6394298.0,2593256.0,1768578.0,4361834.0,1,0.53,0,tidak_ada,beli_aset,sedang,2,0.104,0.0606,0.3179,0.6821,0.4591,4,1,3,1,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
24,Professional,Tier_1,5035375.0,2279329.0,1571340.0,3850669.0,1,0.62,0,tidak_ada,darurat,sedang,2,0.0,0.0793,0.2353,0.7647,0.4866,2,3,1,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
54,Self_Employed,Tier_2,5855660.0,1923310.0,1785372.0,3708682.0,1,0.56,0,tidak_ada,pensiun,sedang,3,0.0,0.0588,0.3667,0.6333,0.5123,3,3,4,1,1,1,False,False,False,False,True,False,False,True,False,Moderat,1
54,Student,Tier_1,2405903.0,1254240.0,828380.0,2082620.0,1,0.39,0,tidak_ada,darurat,sedang,4,0.0576,0.0557,0.1344,0.8656,0.4301,2,3,2,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
24,Self_Employed,Tier_2,1827419.0,710529.0,617020.0,1327549.0,1,0.47,0,tidak_ada,darurat,sedang,4,0.0,0.0565,0.2735,0.7265,0.4882,6,2,3,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
39,Professional,Tier_1,20708610.0,9143147.0,7385916.0,16529063.0,1,1.28,1,saham_obligasi,bebas_finansial,sedang,1,0.0,0.1704,0.2018,0.7982,0.5101,6,2,3,1,1,3,False,False,True,False,False,True,False,False,False,Moderat,1
29,Self_Employed,Tier_2,2936964.0,1403484.0,839804.0,2243288.0,1,0.4,0,tidak_ada,darurat,sedang,1,0.073,0.0508,0.2362,0.7638,0.4476,2,2,2,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
25,Professional,Tier_1,2616484.0,1237958.0,878913.0,2116871.0,1,0.38,0,tidak_ada,darurat,sedang,4,0.0,0.051,0.1909,0.8091,0.4656,5,1,2,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
35,Retired,Tier_3,1032759.0,327884.0,312386.0,640270.0,1,0.9,0,tidak_ada,darurat,sedang,2,0.0,0.0932,0.38,0.62,0.5276,3,3,4,1,1,0,False,False,False,False,True,False,True,False,False,Moderat,1
45,Self_Employed,Tier_2,3468687.0,1188494.0,1250284.0,2438778.0,1,0.68,0,tidak_ada,darurat,sedang,0,0.0508,0.0796,0.2969,0.7031,0.4818,6,1,3,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
35,Retired,Tier_1,2006664.0,988830.0,716177.0,1705007.0,1,0.46,0,tidak_ada,darurat,sedang,3,0.0,0.065,0.1503,0.8497,0.4603,2,2,1,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
48,Professional,Tier_2,21510854.0,7797081.0,7051844.0,14848925.0,1,1.43,1,saham_obligasi,bebas_finansial,sedang,2,0.0,0.1641,0.3097,0.6903,0.5349,6,2,1,0,1,3,False,False,True,False,False,True,False,False,False,Moderat,1
34,Student,Tier_2,12972078.0,3871903.0,4165031.0,8036934.0,1,1.02,0,tidak_ada,darurat,tinggi,0,0.0,0.1051,0.3804,0.6196,0.5319,6,2,1,0,2,0,False,False,False,False,True,False,False,False,True,Moderat,1
40,Self_Employed,Tier_3,3334842.0,1107068.0,1023823.0,2130891.0,1,0.52,0,tidak_ada,darurat,sedang,4,0.0,0.0552,0.361,0.639,0.5096,4,1,4,1,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
28,Student,Tier_2,35054155.0,20037538.0,11136808.0,31174346.0,1,0.75,1,saham_obligasi,darurat,sedang,2,0.1976,0.1107,0.1107,0.8893,0.3874,4,2,5,1,1,0,False,False,True,False,False,False,False,False,True,Konservatif,0
32,Student,Tier_2,12684210.0,6121824.0,4174189.0,10296013.0,1,0.85,0,tidak_ada,darurat,sedang,3,0.1475,0.1151,0.1883,0.8117,0.4284,5,2,4,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
47,Student,Tier_2,4459695.0,2065424.0,1423113.0,3488537.0,1,0.49,0,tidak_ada,darurat,sedang,1,0.0699,0.0637,0.2178,0.7822,0.4488,5,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
48,Professional,Tier_3,783034.0,303853.0,250067.0,553920.0,1,0.54,0,tidak_ada,darurat,sedang,0,0.16,0.0638,0.2926,0.7074,0.4315,4,2,1,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
23,Professional,Tier_2,36150817.0,18338583.0,12040808.0,30379391.0,1,1.14,0,tidak_ada,darurat,sedang,2,0.1418,0.1596,0.1596,0.8404,0.439,6,3,3,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
29,Retired,Tier_2,1902726.0,859806.0,602780.0,1462586.0,1,0.55,0,tidak_ada,darurat,sedang,3,0.0811,0.071,0.2313,0.7687,0.4502,4,3,4,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
40,Retired,Tier_2,1550576.0,762355.0,524223.0,1286578.0,1,0.38,0,tidak_ada,darurat,sedang,2,0.124,0.0524,0.1703,0.8297,0.4113,2,1,2,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
56,Retired,Tier_3,13105105.0,4075580.0,3970887.0,8046467.0,1,1.46,1,deposito_obligasi,pensiun,sedang,4,0.0,0.149,0.386,0.614,0.5486,4,2,4,1,1,1,False,True,False,False,False,False,True,False,False,Moderat,1
57,Student,Tier_3,40721142.0,9626804.0,14007554.0,23634358.0,1,2.3,1,saham_obligasi,darurat,sedang,0,0.0,0.2228,0.4196,0.5804,0.5829,5,2,4,1,1,0,False,False,True,False,False,False,False,False,True,Moderat,1
53,Retired,Tier_3,17502850.0,5927918.0,5334685.0,11262603.0,1,0.99,1,deposito_obligasi,pensiun,sedang,4,0.0,0.1063,0.3565,0.6435,0.5263,2,1,5,1,1,1,False,True,False,False,False,False,True,False,False,Moderat,1
52,Self_Employed,Tier_2,9079987.0,3032627.0,2939240.0,5971867.0,1,0.92,0,tidak_ada,pensiun,sedang,4,0.0,0.1007,0.3423,0.6577,0.5208,5,2,4,1,1,1,False,False,False,False,True,False,False,True,False,Moderat,1
20,Professional,Tier_1,9306834.0,5848021.0,3158955.0,9006976.0,1,0.2,0,tidak_ada,darurat,rendah,1,0.1416,0.0322,0.0322,0.9678,0.3627,4,2,4,1,0,0,False,False,False,False,True,True,False,False,False,Konservatif,0
59,Retired,Tier_1,11446431.0,6440660.0,3675506.0,10116166.0,1,0.79,1,deposito_obligasi,pensiun,sedang,4,0.1043,0.1162,0.1162,0.8838,0.428,6,2,4,1,1,1,False,True,False,False,False,False,True,False,False,Konservatif,0
45,Professional,Tier_3,10613092.0,3291825.0,3511272.0,6803097.0,1,0.99,0,tidak_ada,bebas_finansial,sedang,3,0.0,0.1054,0.359,0.641,0.5266,5,2,2,1,1,3,False,False,False,False,True,True,False,False,False,Moderat,1
32,Student,Tier_3,7242009.0,1816548.0,2447781.0,4264329.0,1,1.0,0,tidak_ada,darurat,sedang,0,0.0,0.0985,0.4112,0.5888,0.5373,3,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
30,Professional,Tier_2,6285883.0,3522501.0,1902413.0,5424914.0,1,0.51,0,tidak_ada,beli_aset,sedang,1,0.1938,0.0726,0.137,0.863,0.3821,4,1,2,1,1,2,False,False,False,False,True,True,False,False,False,Konservatif,0
36,Self_Employed,Tier_1,5500676.0,3044629.0,1883963.0,4928592.0,1,0.54,0,tidak_ada,beli_aset,sedang,2,0.0642,0.0813,0.104,0.896,0.4288,1,1,5,1,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
57,Professional,Tier_2,3163800.0,1084517.0,1043475.0,2127992.0,1,0.87,0,tidak_ada,darurat,sedang,4,0.0,0.0979,0.3274,0.6726,0.5161,2,2,3,1,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
35,Professional,Tier_2,4620050.0,1630886.0,1600931.0,3231817.0,1,0.63,0,tidak_ada,beli_aset,sedang,2,0.0,0.073,0.3005,0.6995,0.5007,6,3,2,1,1,2,False,False,False,False,True,True,False,False,False,Konservatif,0
48,Self_Employed,Tier_1,1492690.0,742981.0,460100.0,1203081.0,1,0.38,0,tidak_ada,darurat,sedang,1,0.0,0.0517,0.194,0.806,0.4666,3,1,1,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
54,Self_Employed,Tier_2,5345600.0,2278363.0,1719026.0,3997389.0,1,0.75,0,tidak_ada,pensiun,sedang,2,0.0689,0.0932,0.2522,0.7478,0.4681,3,1,3,1,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
38,Retired,Tier_2,2622355.0,1484032.0,819157.0,2303189.0,1,0.6,0,tidak_ada,darurat,sedang,3,0.1785,0.0882,0.1217,0.8783,0.3899,1,1,2,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
56,Professional,Tier_1,2391867.0,1181379.0,816618.0,1997997.0,1,0.51,0,tidak_ada,darurat,sedang,1,0.0,0.071,0.1647,0.8353,0.466,6,1,4,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
22,Retired,Tier_3,6678282.0,1677646.0,1982645.0,3660291.0,1,1.04,0,tidak_ada,darurat,sedang,0,0.0,0.0947,0.4519,0.5481,0.5461,4,1,3,1,1,0,False,False,False,False,True,False,True,False,False,Moderat,1
34,Retired,Tier_1,17611416.0,6657997.0,5206885.0,11864882.0,1,1.16,0,tidak_ada,pensiun,tinggi,0,0.0,0.13,0.3263,0.6737,0.5271,5,2,2,1,2,1,False,False,False,False,True,False,True,False,False,Moderat,1
36,Self_Employed,Tier_3,12056438.0,4017881.0,3503895.0,7521776.0,1,1.05,1,saham_obligasi,bebas_finansial,tinggi,0,0.0875,0.1089,0.3761,0.6239,0.4971,5,2,4,1,2,3,False,False,True,False,False,False,False,True,False,Konservatif,0
21,Professional,Tier_2,1646324.0,554171.0,484927.0,1039098.0,1,0.87,0,tidak_ada,darurat,sedang,0,0.0695,0.092,0.3688,0.6312,0.4966,3,2,2,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
43,Self_Employed,Tier_1,2620180.0,1552618.0,832444.0,2385062.0,1,0.59,0,tidak_ada,darurat,rendah,1,0.108,0.0897,0.0897,0.9103,0.4106,1,2,3,1,0,0,False,False,False,False,True,False,False,True,False,Konservatif,0
41,Student,Tier_3,12274973.0,4941100.0,3900405.0,8841505.0,1,0.89,1,saham_obligasi,darurat,sedang,1,0.0753,0.1066,0.2797,0.7203,0.4771,6,3,5,0,1,0,False,False,True,False,False,False,False,False,True,Konservatif,0
56,Professional,Tier_2,2635191.0,1290201.0,744894.0,2035095.0,1,0.58,0,tidak_ada,darurat,sedang,1,0.1257,0.0743,0.2277,0.7723,0.4326,6,1,1,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
55,Student,Tier_3,4831896.0,1520371.0,1438569.0,2958940.0,1,0.84,0,tidak_ada,darurat,sedang,4,0.0,0.0862,0.3876,0.6124,0.5271,5,2,3,0,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
63,Professional,Tier_2,8979886.0,3385785.0,3268664.0,6654449.0,1,0.97,0,tidak_ada,pensiun,sedang,1,0.0,0.1202,0.259,0.741,0.5068,5,2,2,1,1,1,False,False,False,False,True,True,False,False,False,Konservatif,0
36,Retired,Tier_2,2665176.0,1007174.0,900693.0,1907867.0,1,0.71,0,tidak_ada,darurat,sedang,1,0.0,0.0848,0.2841,0.7159,0.5007,6,2,1,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
47,Self_Employed,Tier_3,6291792.0,1878327.0,2177433.0,4055760.0,1,0.69,0,tidak_ada,beli_aset,sedang,1,0.0,0.0746,0.3554,0.6446,0.515,3,1,2,0,1,2,False,False,False,False,True,False,False,True,False,Moderat,1
43,Student,Tier_1,1989185.0,1076137.0,649726.0,1725863.0,1,0.37,0,tidak_ada,darurat,sedang,0,0.1601,0.0531,0.1324,0.8676,0.3876,3,2,4,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
28,Professional,Tier_1,3574593.0,2312345.0,1195512.0,3507857.0,1,0.11,0,tidak_ada,darurat,rendah,3,0.1633,0.0187,0.0187,0.9813,0.3459,4,1,3,0,0,0,False,False,False,False,True,True,False,False,False,Konservatif,0
56,Retired,Tier_1,7469074.0,2989908.0,2170037.0,5159945.0,1,0.66,0,tidak_ada,pensiun,sedang,0,0.0,0.0755,0.3092,0.6908,0.5037,6,2,5,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
20,Self_Employed,Tier_3,1616964.0,489481.0,495043.0,984524.0,1,0.58,0,tidak_ada,darurat,sedang,3,0.0,0.0587,0.3911,0.6089,0.5183,5,2,1,1,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
39,Self_Employed,Tier_2,8226209.0,3024548.0,2410537.0,5435085.0,1,1.32,0,tidak_ada,beli_aset,tinggi,3,0.0,0.1454,0.3393,0.6607,0.5357,5,2,4,1,2,2,False,False,False,False,True,False,False,True,False,Moderat,1
34,Student,Tier_1,5692988.0,3327019.0,1936538.0,5263557.0,1,0.49,0,tidak_ada,darurat,rendah,3,0.0955,0.0754,0.0754,0.9246,0.407,3,3,3,0,0,0,False,False,False,False,True,False,False,False,True,Konservatif,0
28,Retired,Tier_1,8997416.0,3478363.0,2907228.0,6385591.0,1,1.11,1,deposito_obligasi,pensiun,sedang,0,0.0,0.1313,0.2903,0.7097,0.5185,6,1,2,1,1,1,False,True,False,False,False,False,True,False,False,Moderat,1
64,Professional,Tier_2,6917655.0,2568431.0,2468969.0,5037400.0,1,0.49,0,tidak_ada,pensiun,sedang,4,0.0,0.0589,0.2718,0.7282,0.4886,6,2,4,1,1,1,False,False,False,False,True,True,False,False,False,Konservatif,0
56,Student,Tier_3,17223209.0,7874842.0,5313754.0,13188596.0,1,0.81,0,tidak_ada,darurat,sedang,2,0.1535,0.1038,0.2343,0.7657,0.4335,1,1,4,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
64,Professional,Tier_3,6392498.0,3044537.0,2139741.0,5184278.0,1,0.6,0,tidak_ada,pensiun,sedang,4,0.1948,0.0813,0.189,0.811,0.3978,5,3,3,1,1,1,False,False,False,False,True,True,False,False,False,Konservatif,0
44,Retired,Tier_3,4101780.0,925045.0,1159479.0,2084524.0,1,0.95,0,tidak_ada,pensiun,sedang,0,0.0,0.0806,0.4918,0.5082,0.5512,5,2,3,0,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
60,Self_Employed,Tier_2,6377547.0,2582975.0,1969539.0,4552514.0,1,0.83,0,tidak_ada,pensiun,sedang,3,0.0,0.0986,0.2862,0.7138,0.5061,6,1,3,1,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
46,Self_Employed,Tier_1,8931496.0,4460824.0,2747644.0,7208468.0,1,1.11,1,deposito,beli_aset,sedang,2,0.0,0.1488,0.1929,0.8071,0.5003,3,3,4,1,1,2,True,False,False,False,False,False,False,True,False,Konservatif,0
29,Self_Employed,Tier_2,6013660.0,2718608.0,1995622.0,4714230.0,1,0.66,0,tidak_ada,darurat,sedang,4,0.0511,0.0863,0.2161,0.7839,0.4638,4,2,3,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
30,Professional,Tier_2,5974013.0,2468075.0,1834930.0,4303005.0,1,0.67,0,tidak_ada,beli_aset,sedang,1,0.0,0.0801,0.2797,0.7203,0.498,4,2,4,1,1,2,False,False,False,False,True,True,False,False,False,Konservatif,0
28,Professional,Tier_2,3298118.0,1202191.0,1129192.0,2331383.0,1,0.82,0,tidak_ada,darurat,sedang,4,0.0,0.097,0.2931,0.7069,0.5072,2,1,4,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
48,Self_Employed,Tier_2,3402889.0,1550189.0,1097136.0,2647325.0,1,0.57,0,tidak_ada,darurat,sedang,0,0.147,0.0737,0.222,0.778,0.4225,5,1,5,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
28,Professional,Tier_2,1882991.0,713036.0,596317.0,1309353.0,1,0.81,0,tidak_ada,darurat,sedang,2,0.0,0.0935,0.3046,0.6954,0.5089,4,3,1,0,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
58,Professional,Tier_1,23443819.0,10511134.0,7664878.0,18176012.0,1,1.74,1,saham_obligasi,pensiun,sedang,1,0.0,0.2247,0.2247,0.7753,0.5348,5,4,4,1,1,1,False,False,True,False,False,True,False,False,False,Moderat,1
